Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"OA","Séries temporelles annuelles","COD","République démocratique du Congo","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","60411.195","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","LAO","République démocratique populaire lao","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","6046.62","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","DOM","République dominicaine","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","9458.075","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","PRK","République populaire démocratique de Corée","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","24310.142","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","TZA","République-Unie de Tanzanie","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","41853.944","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","REU","Réunion","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","816.318","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","ROU","Roumanie","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","20829.517","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","GBR","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","62145.097","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","RWA","Rwanda","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","9524.534","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","ESH","Sahara occidental","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","468.633","X","Sources internationales sûres","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","SHN","Sainte-Hélène, Ascension et Tristan da Cunha","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","5.143","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","LCA","Sainte-Lucie","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","170.011","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","KNA","Saint-Kitts-et-Nevis","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","48.185","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","SMR","Saint-Marin","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","30.434","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","SPM","Saint-Pierre-et-Miquelon","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","6.294","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","VAT","Saint-Siège","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","0.794","X","Sources internationales sûres","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","VCT","Saint-Vincent-et-les Grenadines","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","108.393","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","WSM","Samoa","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","183.263","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","ASM","Samoa américaines","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","57.492","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","STP","Sao Tomé-et-Principe","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","171.12","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","SEN","Sénégal","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","12004.701","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","SRB","Serbie","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","9060.103","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","SYC","Seychelles","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","90.449","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","SLE","Sierra Leone","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","6133.603","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","SGP","Singapour","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","4775.804","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","SVK","Slovaquie","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","5399.371","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","SVN","Slovénie","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","2023.052","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","SOM","Somalie","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","11397.188","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","206","Soudan (ex)","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","41797.776","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées",""
"OA","Séries temporelles annuelles","LKA","Sri Lanka","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","19983.984","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","SWE","Suède","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","9236.428","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","CHE","Suisse","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","7622.821","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","SUR","Suriname","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","517.123","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","TJK","Tadjikistan","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","7209.93","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","TCD","Tchad","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","11183.588","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","CZE","Tchéquie","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","10425.266","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","THA","Thaïlande","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","66530.984","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","TLS","Timor-Leste","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","1055.431","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","TGO","Togo","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","6083.42","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","TKL","Tokélaou","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","1.126","X","Sources internationales sûres","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","TON","Tonga","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","103.379","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","TTO","Trinité-et-Tobago","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","1314.443","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","TUN","Tunisie","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","10414.433","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","TKM","Turkménistan","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","4935.767","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","TUR","Turquie","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","70418.604","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","TUV","Tuvalu","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","10.314","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","UKR","Ukraine","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","46158.711","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","URY","Uruguay","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","3340.221","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","VUT","Vanuatu","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","224.704","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","VEN","Venezuela (République bolivarienne du)","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","27635.832","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","VNM","Viet Nam","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","86243.413","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","YEM","Yémen","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","21892.146","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","ZMB","Zambie","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","12848.53","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","ZWE","Zimbabwe","511","Population totale","3010","Population-Estimations","2008","2008","1000 personnes","12379.549","X","Sources internationales sûres",""
